ixdat version = 0.2.1dev
name = RuO2 G-450OX-10cyc.txt AND timescan-RuO2G-450Ox-CV-10cyc.txt
technique = EC-MS
tstamp = 1608572231.4
backend_name = BackendBase(none, address=none)
id = 6
timecol 'projected time / [s]' for: 'Ewe/V' and 'I/mA' and 'selector' and 'M4' and 'M28' and 'M45' and 'M31' and 'M32' and 'M44' and 'M18'
aliases = {"t": ["time/s"], "raw_potential": ["Ewe/V", "<Ewe>/V"], "raw_current": ["I/mA", "<I>/mA"], "cycle": ["cycle number"], "time/s": ["projected time / [s]"]}
time_step = 2
N_header_lines = 12

projected time / [s],	Ewe/V,	I/mA,	selector,	M4,	M28,	M45,	M31,	M32,	M44,	M18
232,	0.91,	-0.001353,	0.0,	9.962967157254851e-12,	6.675290195429531e-13,	9.693090841904838e-14,	1.1284e-13,	5.883519805798147e-13,	1.6939833700747053e-13,	4.977943493422011e-12
234,	0.9,	-0.001413,	0.0,	1.000177279099635e-11,	6.564242566542298e-13,	9.637923520768019e-14,	1.1223488812515654e-13,	5.631631780361122e-13,	1.7409727874745218e-13,	4.943850242670251e-12
236,	0.89,	-0.0008641,	0.0,	9.934502637595203e-12,	6.677589869782682e-13,	9.200800079148478e-14,	1.1354213828323338e-13,	5.514037927899351e-13,	1.7288112698766133e-13,	4.9640795985300065e-12
238,	0.88,	-0.0005084,	0.0,	9.971846888782441e-12,	6.5821e-13,	9.345612729229807e-14,	1.1059e-13,	5.336571148299035e-13,	1.69088861666137e-13,	4.9742e-12
240,	0.87,	-7.004e-05,	0.0,	9.972813229580629e-12,	6.558474933509161e-13,	9.586155113302588e-14,	1.1417541075726576e-13,	5.145470325914406e-13,	1.6537959941374826e-13,	4.929717837175384e-12
242,	0.86,	0.0002274,	0.0,	1.001e-11,	6.549354063435578e-13,	9.453489823876065e-14,	1.0834e-13,	4.967031682360563e-13,	1.6858e-13,	4.9476e-12
244,	0.85,	0.0004824,	0.0,	9.969859449687027e-12,	6.557210816899279e-13,	9.249781122663552e-14,	1.136672965505776e-13,	4.830618901414573e-13,	1.645345947335705e-13,	4.929048651560524e-12
246,	0.84,	0.0004667,	0.0,	1.001e-11,	6.641002076356028e-13,	9.662386855578162e-14,	1.076345092558146e-13,	4.837526121905675e-13,	1.7206770746578582e-13,	4.9806738645089634e-12
248,	0.83,	0.0003053,	0.0,	1.0043526537321819e-11,	6.727653781633458e-13,	9.394074919659161e-14,	1.098408808012392e-13,	4.6522e-13,	1.7092954755422706e-13,	4.958014336312529e-12
250,	0.82,	0.0006186,	0.0,	1.0061480359634632e-11,	6.575861121857467e-13,	9.485301100380682e-14,	1.0224e-13,	4.4582290596440683e-13,	1.710803505804585e-13,	4.946939379132161e-12
252,	0.81,	0.00046899999999999996,	0.0,	9.920723092951488e-12,	6.456200491085756e-13,	9.687333253954538e-14,	1.0556255334967465e-13,	4.5460203011973833e-13,	1.6743059079126034e-13,	4.9367265305517836e-12
254,	0.8,	0.0003864,	0.0,	9.998134454802851e-12,	6.735304620707348e-13,	9.529853229289004e-14,	1.017648782182389e-13,	4.5271633404490174e-13,	1.665033758658266e-13,	4.9480625870180725e-12
256,	0.79,	0.00024470000000000004,	0.0,	9.997200427628394e-12,	6.591154594984517e-13,	9.739001649892216e-14,	1.0150102388328979e-13,	4.3646965830142767e-13,	1.7056976480438366e-13,	4.9970360295222194e-12
258,	0.78,	9.680000000000001e-05,	0.0,	9.98384840017433e-12,	6.729883368949376e-13,	9.497723280565365e-14,	1.1068241863937373e-13,	4.212145773978733e-13,	1.6102e-13,	4.979057721529429e-12
260,	0.77,	3.777e-05,	0.0,	1.0005441166741857e-11,	6.71004961571785e-13,	9.3526e-14,	1.0562971842070602e-13,	4.262054952104484e-13,	1.6816043704904456e-13,	4.990054467559216e-12
262,	0.76,	-2.44e-05,	0.0,	1.001e-11,	6.6375e-13,	9.2989e-14,	1.0612e-13,	4.0983e-13,	1.5853e-13,	4.9476e-12
264,	0.75,	-0.000255,	0.0,	9.9962e-12,	6.648609251096498e-13,	9.350852802707157e-14,	1.0550598980435533e-13,	4.1276741473057107e-13,	1.6423711094197463e-13,	4.9288908272051776e-12
266,	0.74,	-0.0003785,	0.0,	1.0009859470618555e-11,	6.622197761172107e-13,	9.138794703514876e-14,	1.0442749493239184e-13,	4.0176075353130166e-13,	1.6048655795233913e-13,	4.951409164425524e-12
268,	0.73,	-0.0003667,	0.0,	1.0009663757379478e-11,	6.632809659097786e-13,	9.779389665003788e-14,	1.0872068078540152e-13,	3.978669234059239e-13,	1.6597324896705468e-13,	4.97355188016624e-12
270,	0.72,	-0.0004738,	0.0,	9.91074570597272e-12,	6.65404885325314e-13,	9.746526840947107e-14,	1.0520752855206575e-13,	3.9672e-13,	1.605673428691904e-13,	4.9476e-12
272,	0.71,	-0.000591,	0.0,	1.0059033535902924e-11,	6.509885185670242e-13,	9.65567639928672e-14,	1.0278132101535284e-13,	3.984826225927716e-13,	1.6608850207758055e-13,	4.952655222307703e-12
274,	0.7,	-0.0007996,	0.0,	1.000419059145977e-11,	6.471586259239281e-13,	9.746440739725628e-14,	1.0937821270392023e-13,	3.859151455104748e-13,	1.5794586998673335e-13,	4.9553718708906156e-12
276,	0.69,	-0.00082,	0.0,	9.962647350944096e-12,	6.501035944243078e-13,	9.716729025176465e-14,	1.0984949107593534e-13,	3.851480753067575e-13,	1.5718277994574644e-13,	4.9917441972153586e-12
278,	0.68,	-0.0009632999999999999,	0.0,	1.0020691381527961e-11,	6.618702607386292e-13,	9.11549658956367e-14,	1.0380657322077174e-13,	3.872404409476922e-13,	1.536402605140667e-13,	4.9462975953411385e-12
280,	0.67,	-0.001061,	0.0,	1.0065e-11,	6.5408e-13,	9.051502435018641e-14,	1.0878582018320091e-13,	3.8907436738257026e-13,	1.6003523275088508e-13,	4.9053420994020835e-12
282,	0.66,	-0.001107,	0.0,	9.966681799071573e-12,	6.443669389175057e-13,	9.694569185471407e-14,	1.0527064113640106e-13,	3.842208273445151e-13,	1.5748573942797293e-13,	4.944794208968089e-12
284,	0.65,	-0.001245,	0.0,	9.994367640066275e-12,	6.545230423020344e-13,	9.384372375420505e-14,	1.0265099726664348e-13,	3.802962001664064e-13,	1.520171813920447e-13,	4.985723227969626e-12
286,	0.64,	-0.001372,	0.0,	1.001e-11,	6.647989649774241e-13,	9.201252721836501e-14,	1.0355009100854213e-13,	3.715567374136672e-13,	1.5461426772178198e-13,	4.9428814017510675e-12
288,	0.63,	-0.001531,	0.0,	9.957476516567976e-12,	6.589935907533087e-13,	9.364498859917085e-14,	1.0212218902597305e-13,	3.692632736048515e-13,	1.6177323535442077e-13,	4.943009271191509e-12
290,	0.62,	-0.001612,	0.0,	1.0005021436548592e-11,	6.479561331785856e-13,	9.215228498964304e-14,	1.0698595297974217e-13,	3.7632522440211113e-13,	1.5239741611486256e-13,	4.942801819282339e-12
292,	0.61,	-0.001843,	0.0,	1.0072483232636355e-11,	6.561976329312978e-13,	9.0842e-14,	1.0420952681198131e-13,	3.5667175566373477e-13,	1.5263627228061727e-13,	4.945029684666722e-12
294,	0.6,	-0.001698,	0.0,	1.008695265769658e-11,	6.548876337947697e-13,	9.950372606697586e-14,	1.0327147899201157e-13,	3.6235577864461177e-13,	1.5618940852452078e-13,	4.949012425838079e-12
296,	0.59,	-0.0019470000000000002,	0.0,	1.001e-11,	6.534897196192469e-13,	9.59949038788413e-14,	1.047612831483678e-13,	3.7043e-13,	1.5092478889322884e-13,	4.9705649228424365e-12
298,	0.58,	-0.001963,	0.0,	1.0013776047869438e-11,	6.560180255945956e-13,	9.1377e-14,	1.0173337895091178e-13,	3.5903428567283026e-13,	1.5625020527910297e-13,	4.9628907443906626e-12
300,	0.57,	-0.002026,	0.0,	1.0036894743110273e-11,	6.592232796218521e-13,	9.454715671970738e-14,	1.03088267753399e-13,	3.5915e-13,	1.5045265141517958e-13,	4.9942e-12
302,	0.56,	-0.002167,	0.0,	1.0028560750974468e-11,	6.552198751534718e-13,	9.283859474913802e-14,	1.0406499583983926e-13,	3.565395033734258e-13,	1.4850156385667174e-13,	4.9476e-12
304,	0.55,	-0.002216,	0.0,	1.0003861828081396e-11,	6.4859e-13,	9.239104428669095e-14,	1.0101854914644391e-13,	3.602868436788865e-13,	1.465182959764921e-13,	4.95943154877064e-12
306,	0.54,	-0.0023599999999999997,	0.0,	1.0043200015369897e-11,	6.591279946427575e-13,	9.169799990092898e-14,	9.873200040369127e-14,	3.5527400119625947e-13,	1.5321400011295948e-13,	4.963559995074226e-12
308,	0.53,	-0.002368,	0.0,	1.0004308324551391e-11,	6.476567384447394e-13,	9.7317e-14,	1.0043351170544144e-13,	3.4812e-13,	1.492520572378074e-13,	4.9852121546723094e-12
310,	0.52,	-0.0024830000000000004,	0.0,	1.0065e-11,	6.515855648923675e-13,	9.035582668362888e-14,	1.018902831108318e-13,	3.4783912943025603e-13,	1.4979066088734002e-13,	4.965715279122944e-12
312,	0.51,	-0.0026620000000000003,	0.0,	9.990768513734787e-12,	6.395983089774902e-13,	9.186576971523461e-14,	1.0245186574231008e-13,	3.567288051638357e-13,	1.5766597670402664e-13,	4.9619973769091734e-12
314,	0.5,	-0.002711,	0.0,	9.978225008278742e-12,	6.382459874644106e-13,	9.162298972325873e-14,	1.0380693469135551e-13,	3.503068756209057e-13,	1.5010580091056922e-13,	4.983441213339969e-12
316,	0.49,	-0.002686,	0.0,	1.0050300780103756e-11,	6.4177e-13,	9.100882880157742e-14,	9.873660802290323e-14,	3.505707608445191e-13,	1.5030486144211741e-13,	4.969060861048515e-12
318,	0.48,	-0.002905,	0.0,	9.997951546314656e-12,	6.513784250479675e-13,	9.193207189528933e-14,	1.040207039986692e-13,	3.4569387227774626e-13,	1.5364803316288627e-13,	4.942370394165606e-12
320,	0.47,	-0.003118,	0.0,	9.928538373383853e-12,	6.606501392529374e-13,	9.297718560388416e-14,	1.056491937047796e-13,	3.525471533113865e-13,	1.5200129286410554e-13,	4.9571285957000735e-12
322,	0.46,	-0.0030979999999999996,	0.0,	9.930324922564101e-12,	6.495771609310409e-13,	9.342944163570692e-14,	1.0224e-13,	3.493569401669632e-13,	1.4624e-13,	4.946395268080514e-12
324,	0.45,	-0.002438,	0.0,	1.005759573209566e-11,	6.332990943294978e-13,	9.561568263780853e-14,	9.776619437068558e-14,	3.49625587025134e-13,	1.4804944650645e-13,	4.950469810135967e-12
326,	0.46,	-0.0005744999999999999,	0.0,	1.0055984425284595e-11,	6.43563279770664e-13,	9.262804958626081e-14,	1.0632188574684837e-13,	3.4554088908077847e-13,	1.4798170275840689e-13,	4.9742e-12
328,	0.47,	-0.0001204,	0.0,	1.0080410530430892e-11,	6.538084482942305e-13,	9.389571606835862e-14,	1.0440540004418482e-13,	3.6195e-13,	1.5220393191500815e-13,	4.982958229332663e-12
330,	0.48,	0.000558,	0.0,	1.0011876910531916e-11,	6.5408e-13,	9.778528980516862e-14,	9.974180011695364e-14,	3.441003568808254e-13,	1.4751584953290093e-13,	4.937348835156722e-12
332,	0.49,	0.001015,	0.0,	1.0062439373803136e-11,	6.448822316559317e-13,	8.943858917283545e-14,	9.724111235089299e-14,	3.4492904942202565e-13,	1.4868e-13,	5.000276138344764e-12
334,	0.5,	0.001291,	0.0,	9.904457424970021e-12,	6.43185550347612e-13,	9.038077529039152e-14,	9.784181335385786e-14,	3.4340507130654287e-13,	1.5268363568229233e-13,	4.999114828288442e-12
336,	0.51,	0.001598,	0.0,	9.983053252556299e-12,	6.378707095962779e-13,	9.350057995487446e-14,	9.997555048149269e-14,	3.4170485234506084e-13,	1.5036585840333844e-13,	5.0592923154912835e-12
338,	0.52,	0.001701,	0.0,	1.0063859512024618e-11,	6.471171965032539e-13,	8.824537273103098e-14,	1.0000044094483938e-13,	3.436e-13,	1.529254804966844e-13,	4.973854429030208e-12
340,	0.53,	0.001792,	0.0,	1.0004215617871835e-11,	6.411999907593193e-13,	9.5147e-14,	1.0111451192743105e-13,	3.444051740634727e-13,	1.4758854182507034e-13,	4.9765960501472904e-12
342,	0.54,	0.0021550000000000002,	0.0,	1.0109841982057671e-11,	6.524957045037013e-13,	9.098411372982797e-14,	1.0476234206970951e-13,	3.549430612411343e-13,	1.5240543246093145e-13,	4.937867347082524e-12
344,	0.55,	0.002339,	0.0,	9.9970134425177e-12,	6.328676207403944e-13,	9.339932695865668e-14,	1.001696792419522e-13,	3.40221612944822e-13,	1.4853617393165303e-13,	4.975378902199566e-12
346,	0.56,	0.002437,	0.0,	1.0108082862217565e-11,	6.477963524353495e-13,	9.024223103443573e-14,	1.0211199232828218e-13,	3.441259951601496e-13,	1.4564e-13,	5.051782660384705e-12
348,	0.57,	0.002407,	0.0,	1.001e-11,	6.465872501406353e-13,	8.859389184076845e-14,	9.738833092057967e-14,	3.4173759631611776e-13,	1.4720421539052447e-13,	4.9476e-12
350,	0.58,	0.002718,	0.0,	9.955281062420277e-12,	6.505150302760976e-13,	8.829595243385591e-14,	1.0135804740155536e-13,	3.343431359914414e-13,	1.481963312183681e-13,	4.9409e-12
352,	0.59,	0.002784,	0.0,	9.964893276769995e-12,	6.518205557580599e-13,	9.088286104497405e-14,	1.0033433345483593e-13,	3.46726579598421e-13,	1.502494865093337e-13,	5.0350817521191864e-12
354,	0.6,	0.0028179999999999998,	0.0,	1.0017079112415073e-11,	6.41913698937509e-13,	9.208840060578074e-14,	9.972542297903798e-14,	3.4498097762674275e-13,	1.4436652828199418e-13,	4.97923432433017e-12
356,	0.61,	0.002833,	0.0,	9.989266468332029e-12,	6.500073881668365e-13,	9.191163914657717e-14,	1.0121799087289947e-13,	3.347110408560086e-13,	1.4488909699119867e-13,	4.943511082990534e-12
358,	0.62,	0.003134,	0.0,	1.0000206903197228e-11,	6.413780203394015e-13,	9.3526e-14,	1.0160121833087654e-13,	3.3095726889981337e-13,	1.4794542111492742e-13,	4.9630759377110364e-12
360,	0.63,	0.003216,	0.0,	9.922565871115264e-12,	6.478431370024864e-13,	9.3526e-14,	1.0081887600472605e-13,	3.337424944269079e-13,	1.4868e-13,	4.948670709859453e-12
362,	0.64,	0.003124,	0.0,	1.0001330058015989e-11,	6.506728465269839e-13,	9.244235505498798e-14,	1.0183108233205882e-13,	3.3646e-13,	1.4463971860632623e-13,	4.9595616196936635e-12
364,	0.65,	0.003309,	0.0,	9.935303693125001e-12,	6.505318532067177e-13,	9.199640778643043e-14,	1.0061777839722585e-13,	3.458407402287768e-13,	1.4676592549598937e-13,	4.97835555648897e-12
366,	0.66,	0.003305,	0.0,	9.988263348929785e-12,	6.441279905353534e-13,	8.93193521802636e-14,	1.0801921519682194e-13,	3.3460189492791316e-13,	1.4219603833907363e-13,	4.9476e-12
368,	0.67,	0.003452,	0.0,	1.000203693621425e-11,	6.460753017489199e-13,	9.092527189298405e-14,	1.0620050730450591e-13,	3.3290547297679605e-13,	1.4353394348407774e-13,	4.9588509060361645e-12
370,	0.68,	0.003424,	0.0,	1.0002679007133326e-11,	6.47868510847922e-13,	9.428704859153054e-14,	1.0592480870792418e-13,	3.3593415716690683e-13,	1.469663495625623e-13,	4.997345604912557e-12
372,	0.69,	0.0035930000000000003,	0.0,	9.9962e-12,	6.488033839884194e-13,	9.1377e-14,	1.0111866156548389e-13,	3.37056875440249e-13,	1.5092866227896704e-13,	4.953285868314502e-12
374,	0.7,	0.0034130000000000002,	0.0,	1.0002630660576707e-11,	6.602093688613275e-13,	9.103155608209342e-14,	1.0143370555672546e-13,	3.335805688739141e-13,	1.4689149232582737e-13,	5.015318272784704e-12
376,	0.71,	0.0035719999999999997,	0.0,	1.001e-11,	6.31696242439205e-13,	9.177156153561289e-14,	9.786e-14,	3.35894783360079e-13,	1.457521997284286e-13,	4.988761239353166e-12
378,	0.72,	0.003785,	0.0,	9.986056113131775e-12,	6.471482767638616e-13,	9.200174947532379e-14,	1.0099891779933419e-13,	3.3909096199277816e-13,	1.441062526783272e-13,	4.985382966519865e-12
380,	0.73,	0.003573,	0.0,	1.001e-11,	6.484433988523483e-13,	9.550727965927123e-14,	1.0035349022984504e-13,	3.3408690101861953e-13,	1.4550190012693405e-13,	5.0009e-12
382,	0.74,	0.003825,	0.0,	1.0001178565464033e-11,	6.413603434710274e-13,	9.594933755984421e-14,	1.0101379571932592e-13,	3.346139711246603e-13,	1.4905788555361475e-13,	4.968938280666787e-12
384,	0.75,	0.0038510000000000003,	0.0,	9.966150044880164e-12,	6.431024194833197e-13,	9.1377e-14,	1.0224e-13,	3.3318906676138534e-13,	1.4263777468999785e-13,	4.994157238774051e-12
386,	0.76,	0.003835,	0.0,	1.0030294732572559e-11,	6.532115788405326e-13,	9.200452612861319e-14,	9.872526326434203e-14,	3.3252315816823647e-13,	1.4141e-13,	4.956000001033394e-12
388,	0.77,	0.004033,	0.0,	9.993307794051538e-12,	6.548715588103078e-13,	9.105227730504633e-14,	9.98636728087497e-14,	3.393706607371912e-13,	1.4646957491356444e-13,	4.984694269999035e-12
390,	0.78,	0.004134,	0.0,	9.986064330451049e-12,	6.37726836318941e-13,	9.454256056202766e-14,	9.80138498364157e-14,	3.264404828908375e-13,	1.4628524079681502e-13,	4.944068435145004e-12
392,	0.79,	0.004138,	0.0,	1.0004463952098187e-11,	6.347550878233004e-13,	9.169737785308192e-14,	1.0445279041963755e-13,	3.301254941422255e-13,	1.4322e-13,	4.979555524600666e-12
394,	0.8,	0.004083,	0.0,	1.0036860543932976e-11,	6.507059053087873e-13,	9.566159993595146e-14,	1.0529870694827963e-13,	3.3069554315235463e-13,	1.44795128426268e-13,	4.995580967283514e-12
396,	0.81,	0.004321,	0.0,	9.943763729698286e-12,	6.546506109154152e-13,	9.421354613483552e-14,	9.820984875278166e-14,	3.3543025038253287e-13,	1.4820669324389054e-13,	4.980263626805609e-12
398,	0.82,	0.004471999999999999,	0.0,	9.966685971143704e-12,	6.465988775166242e-13,	9.39429420415847e-14,	1.029679755991223e-13,	3.384688367513435e-13,	1.4624e-13,	4.981452507755175e-12
400,	0.83,	0.004473,	0.0,	1.0005571661079733e-11,	6.484802998008823e-13,	9.768472166714498e-14,	1.0219563594888622e-13,	3.303e-13,	1.3949558470491818e-13,	4.950818410253527e-12
402,	0.84,	0.004661,	0.0,	9.909909258911167e-12,	6.614651776412375e-13,	8.981587894958066e-14,	1.0013175993408684e-13,	3.263128688302525e-13,	1.451332249422205e-13,	4.9520461858971165e-12
404,	0.85,	0.004505,	0.0,	9.906879526439136e-12,	6.49204670352686e-13,	9.2814196464652e-14,	1.0212329221582789e-13,	3.2904378845953773e-13,	1.4786603762039566e-13,	4.995301909356229e-12
406,	0.86,	0.004906,	0.0,	1.005901904709938e-11,	6.329734014181853e-13,	8.982928571935001e-14,	9.823583674371597e-14,	3.363157823003945e-13,	1.4527918364211906e-13,	4.9248081635788096e-12
408,	0.87,	0.005096,	0.0,	1.0009054360048076e-11,	6.647746529652424e-13,	9.560354598238487e-14,	1.022021055028373e-13,	3.3293533004657946e-13,	1.4552579976536875e-13,	4.948287268380359e-12
410,	0.88,	0.005144,	0.0,	1.000979139425008e-11,	6.582232193387311e-13,	9.5687e-14,	1.0777416162754051e-13,	3.4088973162081836e-13,	1.4441539615515289e-13,	4.921250432159321e-12
412,	0.89,	0.005248,	0.0,	9.993482616230266e-12,	6.28018092872158e-13,	9.358755415436474e-14,	9.9499e-14,	3.303e-13,	1.4553660269303838e-13,	4.992872640632394e-12
414,	0.9,	0.005412,	0.0,	1.0046200817129815e-11,	6.444468846415964e-13,	8.753419123013048e-14,	1.0185641567570415e-13,	3.270394499839395e-13,	1.4236808504744213e-13,	4.949929530371294e-12
416,	0.91,	0.005438,	0.0,	9.905971419584805e-12,	6.379171401512256e-13,	9.3526e-14,	1.0260952316738563e-13,	3.3330904848957515e-13,	1.4312999909637257e-13,	4.971666671068954e-12
418,	0.92,	0.005873000000000001,	0.0,	9.98549379022417e-12,	6.521021040173763e-13,	9.683129270534812e-14,	1.0101655313675669e-13,	3.327337678013606e-13,	1.4228046085492397e-13,	4.9712148303979344e-12
420,	0.93,	0.005857,	0.0,	1.004920259237672e-11,	6.4042e-13,	1.0027854536955126e-13,	9.786e-14,	3.254327808728635e-13,	1.4624e-13,	4.936211788183709e-12
422,	0.94,	0.005771,	0.0,	9.924938940025298e-12,	6.487442100656894e-13,	9.400369459152626e-14,	1.0427610548641037e-13,	3.308791577185557e-13,	1.4719031587151225e-13,	4.941764212301576e-12
424,	0.95,	0.00613,	0.0,	9.9008e-12,	6.427168156056733e-13,	9.440754292322213e-14,	1.0224e-13,	3.297731378992742e-13,	1.4853815320939977e-13,	4.966456560447561e-12
426,	0.96,	0.0063300000000000006,	0.0,	9.999976842005836e-12,	6.491047367927524e-13,	9.264555791791465e-14,	1.07689368453186e-13,	3.1935073676811204e-13,	1.4294115788601907e-13,	4.909323157515044e-12
428,	0.97,	0.006328,	0.0,	9.929947415771288e-12,	6.365528062470761e-13,	9.166203840597623e-14,	9.748290195769191e-14,	3.2895118521101667e-13,	1.427963723649946e-13,	4.964025902042098e-12
430,	0.98,	0.006629,	0.0,	9.965434918542666e-12,	6.448251468837232e-13,	8.975594366431979e-14,	9.90951180501215e-14,	3.2933390638754917e-13,	1.4003603568660794e-13,	4.919039349625113e-12
432,	0.99,	0.006798,	0.0,	1.0000254161350731e-11,	6.60270881975283e-13,	9.166437633468765e-14,	9.925095247622204e-14,	3.211468586723212e-13,	1.4128105326704157e-13,	4.910382195882865e-12
434,	1.0,	0.00696,	0.0,	1.0025867114381703e-11,	6.449434228763405e-13,	9.3526e-14,	1.0688672156228668e-13,	3.364672079731232e-13,	1.4073588676668375e-13,	4.912702128330691e-12
436,	1.01,	0.00711,	0.0,	9.93886737212318e-12,	6.409968625903733e-13,	9.267085299368029e-14,	1.0049225272642006e-13,	3.341836801520508e-13,	1.434584754801587e-13,	4.944926505312103e-12
438,	1.02,	0.007337000000000001,	0.0,	9.941139466534924e-12,	6.39193925735729e-13,	9.386453563138868e-14,	9.888859153695392e-14,	3.2878785537024634e-13,	1.3817254544047228e-13,	4.948995390351837e-12
440,	1.03,	0.007567,	0.0,	9.984799116486185e-12,	6.459600776237223e-13,	9.153920706406234e-14,	9.7317e-14,	3.2794679131666834e-13,	1.4887992146543871e-13,	4.9476e-12
442,	1.04,	0.007814,	0.0,	9.97030440472119e-12,	6.455683164907883e-13,	9.209121610217731e-14,	1.0108293768695612e-13,	3.3076495846382666e-13,	1.4448858329604953e-13,	4.957870903620244e-12
444,	1.05,	0.007981,	0.0,	1.0048212634116336e-11,	6.380560936148021e-13,	9.156706732339155e-14,	1.0033712026078385e-13,	3.2689532400240395e-13,	1.4154960605207024e-13,	4.949350887251047e-12
446,	1.06,	0.008291999999999999,	0.0,	1.0003678972112081e-11,	6.287759233614721e-13,	9.371282389877305e-14,	1.031779082448364e-13,	3.2272648522451713e-13,	1.4675305056287273e-13,	4.9241772957443094e-12
448,	1.07,	0.008482,	0.0,	1.0002353876206694e-11,	6.326255888139943e-13,	9.155398741788819e-14,	1.0199473681784913e-13,	3.2317248784863865e-13,	1.4395084199853617e-13,	4.9328396157651016e-12
450,	1.08,	0.008837000000000001,	0.0,	1.001e-11,	6.437455032090108e-13,	8.934328400592143e-14,	9.819496453347077e-14,	3.206723078637694e-13,	1.4443514797941417e-13,	4.9476e-12
452,	1.09,	0.009089,	0.0,	9.933889777123223e-12,	6.357522022976886e-13,	9.265455476669358e-14,	9.79702992570774e-14,	3.2836755862668084e-13,	1.4868e-13,	4.926512206866596e-12
454,	1.1,	0.009444,	0.0,	9.991047811581903e-12,	6.408129426648211e-13,	9.3526e-14,	1.0080160737288203e-13,	3.3181153393123114e-13,	1.4254424195385837e-13,	4.8949e-12
456,	1.11,	0.009883,	0.0,	1.0044554103463638e-11,	6.357025847037028e-13,	9.284421088626979e-14,	1.0224e-13,	3.193949906436227e-13,	1.4577686404286758e-13,	4.9260698408113875e-12
458,	1.12,	0.01047,	0.0,	1.0073198543748206e-11,	6.245052952889279e-13,	9.465248591530543e-14,	9.715134845898264e-14,	3.273158836477894e-13,	1.4571958667538486e-13,	4.971930087487536e-12
460,	1.13,	0.01104,	0.0,	9.995073004877383e-12,	6.416584333983117e-13,	9.4953429274302e-14,	9.9050896878635e-14,	3.2343803521262347e-13,	1.4256473482248621e-13,	4.9428699728829244e-12
462,	1.14,	0.01187,	0.0,	1.0025408164619392e-11,	6.606571611382164e-13,	9.511215940868658e-14,	9.869617080765948e-14,	3.2859669743843803e-13,	1.447187939293945e-13,	4.961558253749895e-12
464,	1.15,	0.01295,	0.0,	1.0045256681739434e-11,	6.384078661946393e-13,	9.584563874024228e-14,	1.0181767507040275e-13,	3.2196932055492753e-13,	1.4774006951644514e-13,	4.908471051091326e-12
466,	1.16,	0.01449,	0.0,	9.9008e-12,	6.399797406242573e-13,	9.484023356785634e-14,	1.0448579085932269e-13,	3.287714267835534e-13,	1.4352783910912815e-13,	4.909560700876651e-12
468,	1.17,	0.01735,	0.0,	9.945086092131153e-12,	6.46014073362859e-13,	8.967288952143228e-14,	1.0143224831555148e-13,	3.4400207087944954e-13,	1.503821799195114e-13,	4.927033923203819e-12
470,	1.18,	0.02259,	0.0,	9.963452411673437e-12,	6.541684906992447e-13,	9.3526e-14,	1.0179946610902951e-13,	3.4678534461554775e-13,	1.5358e-13,	4.925120876996148e-12
472,	1.19,	0.0332,	0.0,	1.0027039964586287e-11,	6.349673421920088e-13,	9.523502828648009e-14,	1.0684159772377579e-13,	4.183655744769393e-13,	1.4449558013738385e-13,	4.9409e-12
474,	1.2,	0.054830000000000004,	0.0,	9.892905695880687e-12,	6.436190460511572e-13,	9.134622817854078e-14,	1.1101881868525768e-13,	5.171963365062245e-13,	1.5709051932305084e-13,	4.8949e-12
476,	1.21,	0.09530999999999999,	0.0,	9.894123583332472e-12,	6.38935282987124e-13,	8.987708964763981e-14,	1.149922643918234e-13,	7.331054756698325e-13,	1.5112e-13,	4.8949e-12
478,	1.22,	0.1617,	0.0,	9.792323924039169e-12,	6.3231e-13,	9.51140364331225e-14,	1.2713561461364906e-13,	1.0958098049265236e-12,	1.530170471668131e-13,	4.895501837133908e-12
480,	1.23,	0.25989999999999996,	0.0,	9.544843896175424e-12,	6.538300127491218e-13,	9.2989e-14,	1.716366714251524e-13,	2.0108233486887087e-12,	1.6096292895558728e-13,	4.940824211490317e-12
482,	1.24,	0.39540000000000003,	0.0,	9.207628060763761e-12,	6.534776749079533e-13,	9.163134688034828e-14,	2.566666122683781e-13,	3.6609240301047606e-12,	1.609389778963553e-13,	4.9210254507734986e-12
484,	1.25,	0.5698,	0.0,	8.743680711064585e-12,	6.487128678479582e-13,	9.670130878503304e-14,	3.714449680536095e-13,	6.19063019009697e-12,	1.6592355130401375e-13,	4.947009160075391e-12
486,	1.26,	0.7062,	0.0,	8.285834965461745e-12,	6.638452692171969e-13,	9.769105944917201e-14,	5.395247379562129e-13,	9.284490683672776e-12,	1.7131825053134441e-13,	4.9742e-12
488,	1.25,	0.5612,	0.0,	8.004742717388562e-12,	6.838475736510889e-13,	9.545621380591755e-14,	6.494770916404657e-13,	1.1435097196544644e-11,	1.785355342347099e-13,	5.058358255799069e-12
490,	1.24,	0.3828,	0.0,	8.1011e-12,	6.875755527262325e-13,	9.544939522882042e-14,	6.738233240013307e-13,	1.1622678231681193e-11,	1.8284396448992087e-13,	5.080215037895017e-12
492,	1.23,	0.2417,	0.0,	8.175127085313026e-12,	6.935729468495318e-13,	9.370904085422766e-14,	6.205394476855941e-13,	1.1253136750301788e-11,	1.8162019103377171e-13,	5.122341460244437e-12
494,	1.22,	0.1392,	0.0,	8.439715602397918e-12,	6.827777196598053e-13,	9.072792785644532e-14,	5.70908298869133e-13,	1.013602198934555e-11,	1.9452e-13,	5.0695302009105686e-12
